Date,Adj Close
2018-03-05,268.676025
2018-03-06,269.357147
2018-03-07,269.258453
2018-03-08,270.561401
2018-03-09,275.269775
2018-03-12,274.924316
2018-03-13,273.147583
2018-03-14,271.74588
2018-03-15,271.449738
2018-03-16,271.744141
2018-03-19,268.067322
2018-03-20,268.523254
2018-03-21,268.007874
2018-03-22,261.308441
2018-03-23,255.738739
2018-03-26,262.735504
2018-03-27,258.26593
2018-03-28,257.502777
2018-03-29,260.79306
2018-04-02,255.163956
2018-04-03,258.434387
2018-04-04,261.199402
2018-04-05,263.260773
2018-04-06,257.393829
2018-04-09,258.662323
2018-04-10,262.775146
2018-04-11,261.397644
2018-04-12,263.548187
2018-04-13,262.775146
2018-04-16,264.935638
2018-04-17,267.77002
2018-04-18,267.968262
2018-04-19,266.481689
2018-04-20,264.222076
2018-04-23,264.182465
2018-04-24,260.624603
2018-04-25,261.268799
2018-04-26,263.924774
2018-04-27,264.172546
2018-04-30,262.1409
2018-05-01,262.606689
2018-05-02,260.842651
2018-05-03,260.267822
2018-05-04,263.63736
2018-05-07,264.529327
2018-05-08,264.529327
2018-05-09,267.086212
2018-05-10,269.583618
2018-05-11,270.406189
2018-05-14,270.535034
2018-05-15,268.671906
2018-05-16,269.801666
2018-05-17,269.57373
2018-05-18,268.899811
2018-05-21,270.921539
2018-05-22,270.168335
2018-05-23,270.911621
2018-05-24,270.356659
2018-05-25,269.712463
2018-05-29,266.610474
2018-05-30,270.168335
2018-05-31,268.513306
2018-06-01,271.149475
2018-06-04,272.437836
2018-06-05,272.636078
2018-06-06,274.915466
2018-06-07,274.885712
2018-06-08,275.698364
2018-06-11,276.065063
2018-06-12,276.421844
2018-06-13,275.539795
2018-06-14,276.233551
2018-06-15,275.881134
2018-06-18,275.31369
2018-06-19,274.258484
2018-06-20,274.726379
2018-06-21,273.00415
2018-06-22,273.501892
2018-06-25,269.778778
2018-06-26,270.376068
2018-06-27,268.1362
2018-06-28,269.669281
2018-06-29,270.057495
2018-07-02,270.634888
2018-07-03,269.679199
2018-07-05,271.879242
2018-07-06,274.178864
2018-07-09,276.647675
2018-07-10,277.643158
2018-07-11,275.612335
2018-07-12,278.111053
2018-07-13,278.330048
2018-07-16,278.081177
2018-07-17,279.206085
2018-07-18,279.793427
2018-07-19,278.73822
2018-07-20,278.419647
2018-07-23,278.937317
2018-07-24,280.340942
2018-07-25,282.730133
2018-07-26,282.063141
2018-07-27,280.151825
2018-07-30,278.688446
2018-07-31,280.062195
2018-08-01,279.59433
2018-08-02,281.117462
2018-08-03,282.321991
2018-08-06,283.3573
2018-08-07,284.29306
2018-08-08,284.173584
2018-08-09,283.78537
2018-08-10,281.883972
2018-08-13,280.828735
2018-08-14,282.620636
2018-08-15,280.510193
2018-08-16,282.779907
2018-08-17,283.775391
2018-08-20,284.38266
2018-08-21,285.049622
2018-08-22,284.880402
2018-08-23,284.502136
2018-08-24,286.214386
2018-08-27,288.474121
2018-08-28,288.613525
2018-08-29,290.166473
2018-08-30,288.991791
2018-08-31,289.00174
2018-09-04,288.503998
2018-09-05,287.727509
2018-09-06,286.86145
2018-09-07,286.303955
2018-09-10,286.801697
2018-09-11,287.747406
2018-09-12,287.817108
2018-09-13,289.519379
2018-09-14,289.569183
2018-09-17,288.036102
2018-09-18,289.59903
2018-09-19,289.907654
2018-09-20,292.256989
2018-09-21,291.98999
2018-09-24,291.019989
2018-09-25,290.75
2018-09-26,289.880005
2018-09-27,290.690002
2018-09-28,290.720001
2018-10-01,291.730011
2018-10-02,291.559998
2018-10-03,291.720001
2018-10-04,289.440002
2018-10-05,287.820007
2018-10-08,287.820007
2018-10-09,287.399994
2018-10-10,278.299988
2018-10-11,272.170013
2018-10-12,275.950012
2018-10-15,274.399994
2018-10-16,280.399994
2018-10-17,280.450012
2018-10-18,276.399994
2018-10-19,276.25
2018-10-22,275.01001
2018-10-23,273.609985
2018-10-24,265.320007
2018-10-25,270.079987
2018-10-26,265.329987
2018-10-29,263.859985
2018-10-30,267.769989
2018-10-31,270.630005
2018-11-01,273.51001
2018-11-02,271.890015
2018-11-05,273.390015
2018-11-06,275.119995
2018-11-07,281.01001
2018-11-08,280.5
2018-11-09,277.76001
2018-11-12,272.570007
2018-11-13,272.059998
2018-11-14,270.200012
2018-11-15,273.019989
2018-11-16,273.730011
2018-11-19,269.100006
2018-11-20,264.119995
2018-11-21,265.019989
2018-11-23,263.25
